date,sales,onpromotion,transactions,oil_price,holiday_count,is_holiday,year,month,quarter,day_of_week,day_of_year,week_of_year,is_weekend,month_sin,month_cos,dow_sin,dow_cos
2013-03-14,247541.420096,0,67393.0,93.03,0.0,0.0,2013,3,1,3,73,11,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2013-03-15,315878.090213,0,75533.0,93.49,0.0,0.0,2013,3,1,4,74,11,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2013-03-16,482233.433961,0,91900.0,93.56333333333333,0.0,0.0,2013,3,1,5,75,11,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2013-03-17,513439.584913,0,89346.0,93.63666666666666,0.0,0.0,2013,3,1,6,76,11,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2013-03-18,330283.80303,0,74418.0,93.71,0.0,0.0,2013,3,1,0,77,12,0,1.0,6.123233995736766e-17,0.0,1.0
2013-03-19,294020.245897,0,71841.0,92.44,0.0,0.0,2013,3,1,1,78,12,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2013-03-20,321207.006946,0,74145.0,93.21,0.0,0.0,2013,3,1,2,79,12,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2013-03-21,269130.127953,0,69157.0,92.46,0.0,0.0,2013,3,1,3,80,12,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2013-03-22,304100.453969,0,71990.0,93.41,0.0,0.0,2013,3,1,4,81,12,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2013-03-23,453192.003086,0,91923.0,93.78999999999999,0.0,0.0,2013,3,1,5,82,12,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2013-03-24,449794.636951,0,83439.0,94.17,0.0,0.0,2013,3,1,6,83,12,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2013-03-25,317559.6099585,0,72992.0,94.55,0.0,0.0,2013,3,1,0,84,13,0,1.0,6.123233995736766e-17,0.0,1.0
2013-03-26,275818.2359,0,68469.0,95.99,0.0,0.0,2013,3,1,1,85,13,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2013-03-27,313691.148998,0,74049.0,96.53,0.0,0.0,2013,3,1,2,86,13,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2013-03-28,339293.269022,0,82104.0,97.24,0.0,0.0,2013,3,1,3,87,13,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2013-03-29,345513.132,0,77781.0,97.16999999999999,0.0,0.0,2013,3,1,4,88,13,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2013-03-30,452661.356036,0,90611.0,97.14666666666666,0.0,0.0,2013,3,1,5,89,13,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2013-03-31,462107.639956,0,82563.0,97.12333333333332,0.0,0.0,2013,3,1,6,90,13,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
2013-04-01,428816.447912,0,81678.0,97.1,1.0,1.0,2013,4,2,0,91,14,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2013-04-02,377732.827961,0,77165.0,97.23,0.0,0.0,2013,4,2,1,92,14,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2013-04-03,373731.0758793,0,78534.0,95.02,0.0,0.0,2013,4,2,2,93,14,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2013-04-04,308738.385963,0,72217.0,93.26,0.0,0.0,2013,4,2,3,94,14,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2013-04-05,336394.782031,0,74928.0,92.76,0.0,0.0,2013,4,2,4,95,14,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2013-04-06,509424.214023,0,94844.0,92.96000000000001,0.0,0.0,2013,4,2,5,96,14,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2013-04-07,519048.376884,0,89183.0,93.16,0.0,0.0,2013,4,2,6,97,14,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
2013-04-08,346649.815943,0,75161.0,93.36,0.0,0.0,2013,4,2,0,98,15,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2013-04-09,306335.8019617,0,71416.0,94.18,0.0,0.0,2013,4,2,1,99,15,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2013-04-10,312846.374941,0,73989.0,94.59,0.0,0.0,2013,4,2,2,100,15,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2013-04-11,303223.41301,0,71907.0,93.44,0.0,0.0,2013,4,2,3,101,15,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2013-04-12,314394.967035,0,75403.0,91.23,1.0,1.0,2013,4,2,4,102,15,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2013-04-13,453442.497048,0,92166.0,90.40333333333334,0.0,0.0,2013,4,2,5,103,15,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2013-04-14,478417.148813,0,86803.0,89.57666666666667,1.0,1.0,2013,4,2,6,104,15,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
2013-04-15,338712.458055,0,76251.0,88.75,0.0,0.0,2013,4,2,0,105,16,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2013-04-16,333431.880049,0,74187.0,88.73,0.0,0.0,2013,4,2,1,106,16,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2013-04-17,334990.518942,0,74529.0,86.65,0.0,0.0,2013,4,2,2,107,16,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2013-04-18,281924.509951,0,68343.0,87.83,0.0,0.0,2013,4,2,3,108,16,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2013-04-19,311588.70494,0,73119.0,88.04,0.0,0.0,2013,4,2,4,109,16,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2013-04-20,459884.838043,0,92014.0,88.29666666666667,0.0,0.0,2013,4,2,5,110,16,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2013-04-21,485721.032087,0,87401.0,88.55333333333334,1.0,1.0,2013,4,2,6,111,16,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
2013-04-22,328886.320986,0,75157.0,88.81,0.0,0.0,2013,4,2,0,112,17,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2013-04-23,302097.8329435,0,71657.0,89.21,0.0,0.0,2013,4,2,1,113,17,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2013-04-24,310555.184925,0,73003.0,91.07,0.0,0.0,2013,4,2,2,114,17,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
2013-04-25,268790.618996,0,68917.0,93.27,0.0,0.0,2013,4,2,3,115,17,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419
2013-04-26,304413.556952,0,72813.0,92.63,0.0,0.0,2013,4,2,4,116,17,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
2013-04-27,446665.337895,0,89825.0,93.11666666666666,0.0,0.0,2013,4,2,5,117,17,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2013-04-28,477623.4729303,0,86773.0,93.60333333333334,0.0,0.0,2013,4,2,6,118,17,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
2013-04-29,328795.874018,0,72009.0,94.09,1.0,1.0,2013,4,2,0,119,18,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
2013-04-30,310186.466894,0,73513.0,93.22,0.0,0.0,2013,4,2,1,120,18,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
2013-05-01,507974.636889,0,90548.0,90.74,1.0,1.0,2013,5,2,2,121,18,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2013-05-02,348709.460063,0,73639.0,93.7,0.0,0.0,2013,5,2,3,122,18,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2013-05-03,374291.2510323,0,76685.0,95.25,0.0,0.0,2013,5,2,4,123,18,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2013-05-04,520339.51596499997,0,96689.0,95.43333333333334,0.0,0.0,2013,5,2,5,124,18,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2013-05-05,580268.550981,0,95212.0,95.61666666666666,0.0,0.0,2013,5,2,6,125,18,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2013-05-06,369869.383046,0,76383.0,95.8,0.0,0.0,2013,5,2,0,126,19,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2013-05-07,317292.964148,0,72563.0,95.28,0.0,0.0,2013,5,2,1,127,19,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2013-05-08,332477.410968,0,74802.0,96.24,0.0,0.0,2013,5,2,2,128,19,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2013-05-09,305868.0570225,0,75025.0,96.09,0.0,0.0,2013,5,2,3,129,19,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2013-05-10,335937.441949,0,80282.0,95.81,0.0,0.0,2013,5,2,4,130,19,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2013-05-11,512090.58108,0,111484.0,95.46000000000001,1.0,1.0,2013,5,2,5,131,19,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2013-05-12,387860.5050145,0,89790.0,95.11,2.0,1.0,2013,5,2,6,132,19,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2013-05-13,350598.06187,0,75625.0,94.76,0.0,0.0,2013,5,2,0,133,20,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2013-05-14,308469.313119,0,71589.0,93.96,0.0,0.0,2013,5,2,1,134,20,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2013-05-15,329113.560081,0,74401.0,93.95,0.0,0.0,2013,5,2,2,135,20,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2013-05-16,307556.946937,0,71287.0,94.85,0.0,0.0,2013,5,2,3,136,20,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2013-05-17,330004.241998,0,74705.0,95.72,0.0,0.0,2013,5,2,4,137,20,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2013-05-18,480969.558942,0,91973.0,95.91,0.0,0.0,2013,5,2,5,138,20,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2013-05-19,518153.554009,0,89031.0,96.10000000000001,0.0,0.0,2013,5,2,6,139,20,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2013-05-20,341787.214991,0,74613.0,96.29,0.0,0.0,2013,5,2,0,140,21,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2013-05-21,307178.399952,0,70601.0,95.55,0.0,0.0,2013,5,2,1,141,21,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2013-05-22,301785.4831075,0,71763.0,93.98,0.0,0.0,2013,5,2,2,142,21,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2013-05-23,289261.058026,0,70843.0,94.12,0.0,0.0,2013,5,2,3,143,21,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2013-05-24,398389.241982,0,78945.0,93.84,1.0,1.0,2013,5,2,4,144,21,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2013-05-25,417930.141993,0,85230.0,93.97500000000001,0.0,0.0,2013,5,2,5,145,21,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2013-05-26,450631.400068,0,81869.0,94.11,0.0,0.0,2013,5,2,6,146,21,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2013-05-27,321630.8309235,0,72144.0,94.245,0.0,0.0,2013,5,2,0,147,22,0,0.49999999999999994,-0.8660254037844387,0.0,1.0
2013-05-28,307329.1680565,0,71801.0,94.65,0.0,0.0,2013,5,2,1,148,22,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336
2013-05-29,309333.380899,0,73970.0,93.13,0.0,0.0,2013,5,2,2,149,22,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434
2013-05-30,304344.849939,0,77052.0,93.57,0.0,0.0,2013,5,2,3,150,22,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
2013-05-31,330257.841975,0,76921.0,91.93,0.0,0.0,2013,5,2,4,151,22,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
2013-06-01,566901.814988,0,101740.0,92.42333333333333,0.0,0.0,2013,6,2,5,152,22,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2013-06-02,637698.494958,0,98018.0,92.91666666666667,0.0,0.0,2013,6,2,6,153,22,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2013-06-03,426332.097995,0,80648.0,93.41,0.0,0.0,2013,6,2,0,154,23,0,1.2246467991473532e-16,-1.0,0.0,1.0
2013-06-04,369705.160085,0,76213.0,93.36,0.0,0.0,2013,6,2,1,155,23,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2013-06-05,361791.080915,0,77605.0,93.66,0.0,0.0,2013,6,2,2,156,23,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2013-06-06,317496.765891,0,72282.0,94.71,0.0,0.0,2013,6,2,3,157,23,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2013-06-07,357673.087977,0,79014.0,96.11,0.0,0.0,2013,6,2,4,158,23,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2013-06-08,466292.699096,0,89783.0,96.01333333333334,0.0,0.0,2013,6,2,5,159,23,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2013-06-09,526804.730256,0,89751.0,95.91666666666666,0.0,0.0,2013,6,2,6,160,23,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
2013-06-10,349754.291978,0,74546.0,95.82,0.0,0.0,2013,6,2,0,161,24,0,1.2246467991473532e-16,-1.0,0.0,1.0
2013-06-11,283858.2159925,0,68636.0,95.5,0.0,0.0,2013,6,2,1,162,24,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
2013-06-12,320173.5779987,0,73386.0,95.98,0.0,0.0,2013,6,2,2,163,24,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2013-06-13,282886.9200452,0,69703.0,96.66,0.0,0.0,2013,6,2,3,164,24,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
2013-06-14,326956.74210719997,0,76434.0,97.83,0.0,0.0,2013,6,2,4,165,24,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
2013-06-15,505950.6668701,0,102541.0,97.84,0.0,0.0,2013,6,2,5,166,24,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
